row_id,testament,book,chapter,verse,reference,term_id,occurrence_index,start,end,matched,before,after,verse_text,suggestion,risk,term_note,reviewer,decision,replacement,notes
c1f03d9432a4ef9c48a3,NT,MAT,4,9,MAT 4:9,dicele,1,2,8,dícele,Y,": Todo esto te daré, si postrado me adorares.","Y dícele: Todo esto te daré, si postrado me adorares.",le dice,low,Forma enclitica arcaica.,Codex-assisted,replace,le dice,Modernización de forma enclítica arcaica.
29a6cc7ef2be5484cb27,NT,MAT,4,11,MAT 4:11,he_aqui,9,30,37,he aquí,El diablo entonces le dejó: y,los ángeles llegaron y le servían.,El diablo entonces le dejó: y he aquí los ángeles llegaron y le servían.,miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
0b110331f5d68857dc54,NT,MAT,4,19,MAT 4:19,diceles,1,2,9,díceles,Y,": Vengan en pos de mí, y les haré pescadores de hombres.","Y díceles: Vengan en pos de mí, y les haré pescadores de hombres.",les dice,low,Forma enclitica arcaica.,Codex-assisted,replace,les dice,Modernización de forma enclítica arcaica.
6d5839e62f5580485216,NT,MAT,5,3,MAT 5:3,bienaventurados,1,0,15,Bienaventurados,,los pobres en espíritu: porque de ellos es el reino de los cielos.,Bienaventurados los pobres en espíritu: porque de ellos es el reino de los cielos.,dichosos,high,Termino tradicional; revisar por pasaje.,,,,
9facbcf4db93f3e6e29d,NT,MAT,5,4,MAT 5:4,bienaventurados,2,0,15,Bienaventurados,,los que lloran: porque ellos recibirán consolación.,Bienaventurados los que lloran: porque ellos recibirán consolación.,dichosos,high,Termino tradicional; revisar por pasaje.,,,,
96f82274f53b172de64c,NT,MAT,5,5,MAT 5:5,bienaventurados,3,0,15,Bienaventurados,,los mansos: porque ellos recibirán la tierra por heredad.,Bienaventurados los mansos: porque ellos recibirán la tierra por heredad.,dichosos,high,Termino tradicional; revisar por pasaje.,,,,
ccbec6b6abb22b6d16eb,NT,MAT,5,6,MAT 5:6,bienaventurados,4,0,15,Bienaventurados,,los que tienen hambre y sed de justicia: porque ellos serán hartos.,Bienaventurados los que tienen hambre y sed de justicia: porque ellos serán hartos.,dichosos,high,Termino tradicional; revisar por pasaje.,,,,
cf47b42c539deae4dbf5,NT,MAT,5,7,MAT 5:7,bienaventurados,5,0,15,Bienaventurados,,los misericordiosos: porque ellos alcanzarán misericordia.,Bienaventurados los misericordiosos: porque ellos alcanzarán misericordia.,dichosos,high,Termino tradicional; revisar por pasaje.,,,,
000887b22d9e38c27dac,NT,MAT,5,8,MAT 5:8,bienaventurados,6,0,15,Bienaventurados,,los de limpio corazón: porque ellos verán a Dios.,Bienaventurados los de limpio corazón: porque ellos verán a Dios.,dichosos,high,Termino tradicional; revisar por pasaje.,,,,
b17943e349d641276ed1,NT,MAT,5,9,MAT 5:9,bienaventurados,7,0,15,Bienaventurados,,los pacificadores: porque ellos serán llamados hijos de Dios.,Bienaventurados los pacificadores: porque ellos serán llamados hijos de Dios.,dichosos,high,Termino tradicional; revisar por pasaje.,,,,
23bce2745f97d1c36252,NT,MAT,5,10,MAT 5:10,bienaventurados,8,0,15,Bienaventurados,,los que padecen persecución por causa de la justicia: porque de ellos,Bienaventurados los que padecen persecución por causa de la justicia: porque de ellos es el reino de los cielos.,dichosos,high,Termino tradicional; revisar por pasaje.,,,,
7071665473f6bd94aa85,NT,MAT,5,11,MAT 5:11,bienaventurados,9,0,15,Bienaventurados,,"son cuando les vituperen y les persigan, y digan de ustedes todo mal","Bienaventurados son cuando les vituperen y les persigan, y digan de ustedes todo mal por mi causa, mintiendo.",dichosos,high,Termino tradicional; revisar por pasaje.,,,,
13fd3f796835e018e430,NT,MAT,5,12,MAT 5:12,merced,1,31,37,merced,Gócense y alégrense; porque su,es grande en los cielos: que así persiguieron a los profetas que fuer,Gócense y alégrense; porque su merced es grande en los cielos: que así persiguieron a los profetas que fueron antes de ustedes.,recompensa/favor,high,"Puede significar recompensa, favor o misericordia segun contexto.",,,,
ba463eb60e41cd560539,NT,MAT,6,1,MAT 6:1,merced,2,107,113,merced,"e de los hombres, para ser vistos de ellos: de otra manera no tendrán",de su Padre que está en los cielos.,"Miren que no hagan su justicia delante de los hombres, para ser vistos de ellos: de otra manera no tendrán merced de su Padre que está en los cielos.",recompensa/favor,high,"Puede significar recompensa, favor o misericordia segun contexto.",,,,
7a6b52499fc58436a773,NT,MAT,7,4,MAT 7:4,he_aqui,10,64,71,he aquí,"O ¿cómo dirás a tu hermano: Espera, echaré de tu ojo la mota, y",la viga en tu ojo?,"O ¿cómo dirás a tu hermano: Espera, echaré de tu ojo la mota, y he aquí la viga en tu ojo?",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
ff125f21010e9799c9e1,NT,MAT,8,2,MAT 8:2,he_aqui,11,2,9,he aquí,Y,"un leproso vino, y le adoraba, diciendo: Señor, si quisieres, puedes","Y he aquí un leproso vino, y le adoraba, diciendo: Señor, si quisieres, puedes limpiarme.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
5d5b5b3668d57a1b5200,NT,MAT,8,24,MAT 8:24,he_aqui,12,2,9,he aquí,Y,", fue hecho en la mar un gran movimiento, que el barco se cubría de la","Y he aquí, fue hecho en la mar un gran movimiento, que el barco se cubría de las ondas; pero él dormía.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
2c91a7e62b0dafcbbcf6,NT,MAT,8,29,MAT 8:29,he_aqui,13,2,9,he aquí,Y,"clamaron, diciendo: ¿Qué tenemos contigo, Jesús, Hijo de Dios? ¿has v","Y he aquí clamaron, diciendo: ¿Qué tenemos contigo, Jesús, Hijo de Dios? ¿has venido acá a molestarnos antes de tiempo?",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
01ea3dda06a314244bb3,NT,MAT,8,32,MAT 8:32,he_aqui,14,76,83,he aquí,"dijo: Vayan. Y ellos salieron, y se fueron a aquel hato de puercos: y",", todo el hato de los puercos se precipitó de un despeñadero en la mar","Y les dijo: Vayan. Y ellos salieron, y se fueron a aquel hato de puercos: y he aquí, todo el hato de los puercos se precipitó de un despeñadero en la mar, y murieron en las aguas.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
6cf16dfcd77bb739c2e8,NT,MAT,8,34,MAT 8:34,he_aqui,15,2,9,he aquí,Y,", toda la ciudad salió a encontrar a Jesús: y cuando le vieron, le rog","Y he aquí, toda la ciudad salió a encontrar a Jesús: y cuando le vieron, le rogaban que saliese de sus términos.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
4487212562dc019388f1,NT,MAT,9,2,MAT 9:2,he_aqui,16,2,9,he aquí,Y,"le trajeron un paralítico, echado en una cama: y viendo Jesús la fe d","Y he aquí le trajeron un paralítico, echado en una cama: y viendo Jesús la fe de ellos, dijo al paralítico: Confía, hijo; tus pecados te son perdonados.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
95048d2d25ef7a3450ad,NT,MAT,9,3,MAT 9:3,he_aqui,17,2,9,he aquí,Y,", algunos de los escribas decían dentro de sí: Este blasfema.","Y he aquí, algunos de los escribas decían dentro de sí: Este blasfema.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
7268949127a51c5a395b,NT,MAT,9,9,MAT 9:9,dicele,2,123,129,dícele,"entado al banco de los públicos tributos, el cual se llamaba Mateo; y",": Sígueme. Y se levantó, y le siguió.","Y pasando Jesús de allí, vio a un hombre que estaba sentado al banco de los públicos tributos, el cual se llamaba Mateo; y dícele: Sígueme. Y se levantó, y le siguió.",le dice,low,Forma enclitica arcaica.,Codex-assisted,replace,le dice,Modernización de forma enclítica arcaica.
26208efdb0fb2d859afe,NT,MAT,9,10,MAT 9:10,he_aqui,18,54,61,he aquí,"Y aconteció que estando él sentado a la mesa en casa,","que muchos publicanos y pecadores, que habían venido, se sentaron jun","Y aconteció que estando él sentado a la mesa en casa, he aquí que muchos publicanos y pecadores, que habían venido, se sentaron juntamente a la mesa con Jesús y sus discípulos.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
e8e61836467056488794,NT,MAT,9,18,MAT 9:18,he_aqui,19,33,40,he aquí,"Hablando él estas cosas a ellos,","vino un principal, y le adoraba, diciendo: Mi hija es muerta poco ha:","Hablando él estas cosas a ellos, he aquí vino un principal, y le adoraba, diciendo: Mi hija es muerta poco ha: pero ven y pon tu mano sobre ella, y vivirá.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
7bfcdccb007605e6777f,NT,MAT,9,20,MAT 9:20,he_aqui,20,2,9,he aquí,Y,"una mujer enferma de flujo de sangre doce años había, llegándose por","Y he aquí una mujer enferma de flujo de sangre doce años había, llegándose por detrás, tocó la franja de su vestido:",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
552b9567d461f8ffa9d4,NT,MAT,9,24,MAT 9:24,diceles,2,0,7,Díceles,,": Apártense, que la muchacha no es muerta, sino que duerme. Y se burla","Díceles: Apártense, que la muchacha no es muerta, sino que duerme. Y se burlaban de él.",les dice,low,Forma enclitica arcaica.,Codex-assisted,replace,Les dice,Modernización de forma enclítica arcaica.
7e0b935cc76a6a2d0b6f,NT,MAT,9,32,MAT 9:32,he_aqui,21,18,25,he aquí,"Y saliendo ellos,",", le trajeron un hombre mudo, endemoniado.","Y saliendo ellos, he aquí, le trajeron un hombre mudo, endemoniado.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
e4cf316382b40c0f2b4f,NT,MAT,10,16,MAT 10:16,he_aqui,22,0,7,He aquí,,", yo les envío como a ovejas en medio de lobos: sean pues prudentes co","He aquí, yo les envío como a ovejas en medio de lobos: sean pues prudentes como serpientes, y sencillos como palomas.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
ad5cb257ee1a7962efcf,NT,MAT,10,41,MAT 10:41,merced,3,44,50,merced,"El que recibe profeta en nombre de profeta,","de profeta recibirá; y el que recibe justo en nombre de justo, merced","El que recibe profeta en nombre de profeta, merced de profeta recibirá; y el que recibe justo en nombre de justo, merced de justo recibirá.",recompensa/favor,high,"Puede significar recompensa, favor o misericordia segun contexto.",,,,
5ae2eb994272fb592c76,NT,MAT,10,41,MAT 10:41,merced,4,114,120,merced,"merced de profeta recibirá; y el que recibe justo en nombre de justo,",de justo recibirá.,"El que recibe profeta en nombre de profeta, merced de profeta recibirá; y el que recibe justo en nombre de justo, merced de justo recibirá.",recompensa/favor,high,"Puede significar recompensa, favor o misericordia segun contexto.",,,,
baee395d3cc0207e833b,NT,MAT,11,8,MAT 11:8,he_aqui,23,69,76,He aquí,Pero ¿qué salieron a ver? ¿un hombre cubierto de delicados vestidos?,", los que traen vestidos delicados, en las casas de los reyes están.","Pero ¿qué salieron a ver? ¿un hombre cubierto de delicados vestidos? He aquí, los que traen vestidos delicados, en las casas de los reyes están.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
e41a0ba0436b33dd9053,NT,MAT,11,10,MAT 11:10,he_aqui,24,38,45,He aquí,Porque éste es de quien está escrito:,", yo envío mi mensajero delante de tu faz, que aparejará tu camino del","Porque éste es de quien está escrito: He aquí, yo envío mi mensajero delante de tu faz, que aparejará tu camino delante de ti.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
12e0f49345b52cfa410e,NT,MAT,11,19,MAT 11:19,he_aqui,25,51,58,He aquí,"Vino el Hijo del hombre, que come y bebe, y dicen:","un hombre comilón, y bebedor de vino, amigo de publicanos y de pecado","Vino el Hijo del hombre, que come y bebe, y dicen: He aquí un hombre comilón, y bebedor de vino, amigo de publicanos y de pecadores. Pero la sabiduría es justificada por sus hijos.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
a23f7ddfed763dc4813b,NT,MAT,12,2,MAT 12:2,he_aqui,26,37,44,He aquí,"Y viéndolo los Fariseos, le dijeron:",tus discípulos hacen lo que no es lícito hacer en sábado.,"Y viéndolo los Fariseos, le dijeron: He aquí tus discípulos hacen lo que no es lícito hacer en sábado.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
e23f98af06a73d6f0e5d,NT,MAT,12,10,MAT 12:10,he_aqui,27,2,9,he aquí,Y,"había allí uno que tenía una mano seca: y le preguntaron, diciendo: ¿","Y he aquí había allí uno que tenía una mano seca: y le preguntaron, diciendo: ¿Es lícito curar en sábado? por acusarle.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
8a249439185438636cc5,NT,MAT,12,18,MAT 12:18,he_aqui,28,0,7,He aquí,,"mi siervo, al cual he escogido; mi Amado, en el cual se agrada mi alm","He aquí mi siervo, al cual he escogido; mi Amado, en el cual se agrada mi alma: pondré mi Espíritu sobre él, y a los Gentiles anunciará juicio.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
021fbf9e1fbd41b3ef2f,NT,MAT,12,41,MAT 12:41,he_aqui,29,146,153,he aquí,ondenarán; porque ellos se arrepintieron a la predicación de Jonás; y,más que Jonás en este lugar.,"Los hombres de Nínive se levantarán en el juicio con esta generación, y la condenarán; porque ellos se arrepintieron a la predicación de Jonás; y he aquí más que Jonás en este lugar.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
6e5528096e2ec4a0cf66,NT,MAT,12,42,MAT 12:42,he_aqui,30,157,164,he aquí,ue vino de los fines de la tierra para oir la sabiduría de Salomón: y,más que Salomón en este lugar.,"La reina del Austro se levantará en el juicio con esta generación, y la condenará; porque vino de los fines de la tierra para oir la sabiduría de Salomón: y he aquí más que Salomón en este lugar.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
cadd58c9d37cd6bd40c4,NT,MAT,12,46,MAT 12:46,he_aqui,31,40,47,he aquí,"Y estando él aún hablando a las gentes,","su madre y sus hermanos estaban fuera, que le querían hablar.","Y estando él aún hablando a las gentes, he aquí su madre y sus hermanos estaban fuera, que le querían hablar.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
084fed8c86d4ca0eef1e,NT,MAT,12,47,MAT 12:47,he_aqui,32,15,22,He aquí,Y le dijo uno:,"tu madre y tus hermanos están fuera, que te quieren hablar.","Y le dijo uno: He aquí tu madre y tus hermanos están fuera, que te quieren hablar.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
e66ff24bb992feb67e13,NT,MAT,12,49,MAT 12:49,he_aqui,33,50,57,He aquí,"Y extendiendo su mano hacia sus discípulos, dijo:",mi madre y mis hermanos.,"Y extendiendo su mano hacia sus discípulos, dijo: He aquí mi madre y mis hermanos.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
e4bc8e5e27ae6c1c0319,NT,MAT,13,3,MAT 13:3,he_aqui,34,50,57,He aquí,"Y les habló muchas cosas por parábolas, diciendo:",el que sembraba salió a sembrar.,"Y les habló muchas cosas por parábolas, diciendo: He aquí el que sembraba salió a sembrar.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
a9ef5637802ebf2afbec,NT,MAT,13,16,MAT 13:16,bienaventurados,10,5,20,bienaventurados,Pero,"sus ojos, porque ven; y sus oídos, porque oyen.","Pero bienaventurados sus ojos, porque ven; y sus oídos, porque oyen.",dichosos,high,Termino tradicional; revisar por pasaje.,,,,
c467bb38b91b52e09788,NT,MAT,13,30,MAT 13:30,alfoli,2,194,200,alfolí,"izaña, y átenla en manojos para quemarla; pero recojan el trigo en mi",.,"Dejen crecer juntamente lo uno y lo otro hasta la siega; y al tiempo de la siega yo diré a los segadores: Cojan primero la cizaña, y átenla en manojos para quemarla; pero recojan el trigo en mi alfolí.",granero,medium,Termino agricola arcaico.,,,,
ca1f0b95484d7ee7f4b3,NT,MAT,13,51,MAT 13:51,diceles,3,0,7,Díceles,,"Jesús: ¿Han entendido todas estas cosas? Ellos responden: Sí, Señor.","Díceles Jesús: ¿Han entendido todas estas cosas? Ellos responden: Sí, Señor.",les dice,low,Forma enclitica arcaica.,Codex-assisted,replace,Les dice,Modernización de forma enclítica arcaica.
b6a55cc8bf7fa9c4d707,NT,MAT,15,22,MAT 15:22,he_aqui,35,2,9,he aquí,Y,"una mujer Cananea, que había salido de aquellos términos, clamaba, di","Y he aquí una mujer Cananea, que había salido de aquellos términos, clamaba, diciéndole: Señor, Hijo de David, ten misericordia de mí; mi hija es malamente atormentada del demonio.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
3a5c1abcc5139884f64d,NT,MAT,17,3,MAT 17:3,he_aqui,36,2,9,he aquí,Y,"les aparecieron Moisés y Elías, hablando con él.","Y he aquí les aparecieron Moisés y Elías, hablando con él.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
508fcf84b456dad8ff15,NT,MAT,17,5,MAT 17:5,he_aqui,37,27,34,he aquí,"Y estando aún él hablando,","una nube de luz que los cubrió; y he aquí una voz de la nube, que dij","Y estando aún él hablando, he aquí una nube de luz que los cubrió; y he aquí una voz de la nube, que dijo: Este es mi Hijo amado, en el cual tomo contentamiento: a él oigan.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
fb8f3b2e5954772925cb,NT,MAT,17,5,MAT 17:5,he_aqui,38,69,76,he aquí,"Y estando aún él hablando, he aquí una nube de luz que los cubrió; y","una voz de la nube, que dijo: Este es mi Hijo amado, en el cual tomo","Y estando aún él hablando, he aquí una nube de luz que los cubrió; y he aquí una voz de la nube, que dijo: Este es mi Hijo amado, en el cual tomo contentamiento: a él oigan.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
38b817cde61574a51525,NT,MAT,19,8,MAT 19:8,diceles,4,0,7,Díceles,,: Por la dureza de su corazón Moisés les permitió repudiar a sus mujer,Díceles: Por la dureza de su corazón Moisés les permitió repudiar a sus mujeres: pero al principio no fue así.,les dice,low,Forma enclitica arcaica.,Codex-assisted,replace,Les dice,Modernización de forma enclítica arcaica.
4bd257d5e8b4529a51ee,NT,MAT,19,16,MAT 19:16,he_aqui,39,2,9,he aquí,Y,", uno llegándose le dijo: Maestro bueno, ¿qué bien haré para tener la","Y he aquí, uno llegándose le dijo: Maestro bueno, ¿qué bien haré para tener la vida eterna?",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
1c925689cab95a64ac9c,NT,MAT,19,18,MAT 19:18,dicele,3,0,6,Dícele,,: ¿Cuáles? Y Jesús dijo: No matarás: No adulterarás: No hurtarás: No d,Dícele: ¿Cuáles? Y Jesús dijo: No matarás: No adulterarás: No hurtarás: No dirás falso testimonio:,le dice,low,Forma enclitica arcaica.,Codex-assisted,replace,Le dice,Modernización de forma enclítica arcaica.
d5a21bdbb14849469784,NT,MAT,19,20,MAT 19:20,dicele,4,0,6,Dícele,,el mancebo: Todo esto guardé desde mi juventud: ¿qué más me falta?,Dícele el mancebo: Todo esto guardé desde mi juventud: ¿qué más me falta?,le dice,low,Forma enclitica arcaica.,Codex-assisted,replace,Le dice,Modernización de forma enclítica arcaica.
acda64eac226350c792f,NT,MAT,19,21,MAT 19:21,dicele,5,0,6,Dícele,,"Jesús: Si quieres ser perfecto, anda, vende lo que tienes, y dalo a l","Dícele Jesús: Si quieres ser perfecto, anda, vende lo que tienes, y dalo a los pobres, y tendrás tesoro en el cielo; y ven, sígueme.",le dice,low,Forma enclitica arcaica.,Codex-assisted,replace,Le dice,Modernización de forma enclítica arcaica.
93f0a6d3786c65081bc0,NT,MAT,19,27,MAT 19:27,he_aqui,40,38,45,He aquí,"Entonces respondiendo Pedro, le dijo:",", nosotros hemos dejado todo, y te hemos seguido: ¿qué pues tendremos?","Entonces respondiendo Pedro, le dijo: He aquí, nosotros hemos dejado todo, y te hemos seguido: ¿qué pues tendremos?",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
8edf655752895fa85cf7,NT,MAT,20,6,MAT 20:6,diceles,5,73,80,díceles,"aliendo cerca de la hora undécima, halló otros que estaban ociosos; y",: ¿Por qué están aquí todo el día ociosos?,"Y saliendo cerca de la hora undécima, halló otros que estaban ociosos; y díceles: ¿Por qué están aquí todo el día ociosos?",les dice,low,Forma enclitica arcaica.,Codex-assisted,replace,les dice,Modernización de forma enclítica arcaica.
3ea28c9621dc77d043f6,NT,MAT,20,7,MAT 20:7,diceles,6,39,46,Díceles,Dícenle: Porque nadie nos ha ajustado.,": Vayan también ustedes a la viña, y recibirán lo que sea justo.","Dícenle: Porque nadie nos ha ajustado. Díceles: Vayan también ustedes a la viña, y recibirán lo que sea justo.",les dice,low,Forma enclitica arcaica.,Codex-assisted,replace,Les dice,Modernización de forma enclítica arcaica.
59b4111f14d2b8be2c5b,NT,MAT,20,18,MAT 20:18,he_aqui,41,0,7,He aquí,,"subimos a Jerusalem, y el Hijo del hombre será entregado a los prínci","He aquí subimos a Jerusalem, y el Hijo del hombre será entregado a los príncipes de los sacerdotes y a los escribas, y le condenarán a muerte;",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
c66d22a57c45a162cc7b,NT,MAT,20,30,MAT 20:30,he_aqui,42,2,9,he aquí,Y,"dos ciegos sentados junto al camino, como oyeron que Jesús pasaba, cl","Y he aquí dos ciegos sentados junto al camino, como oyeron que Jesús pasaba, clamaron, diciendo: Señor, Hijo de David, ten misericordia de nosotros.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
36e71e421777f6e2bfc8,NT,MAT,21,5,MAT 21:5,he_aqui,43,25,32,He aquí,Digan a la hija de Sión:,", tu Rey viene a ti, manso, y sentado sobre una asna, y sobre un polli","Digan a la hija de Sión: He aquí, tu Rey viene a ti, manso, y sentado sobre una asna, y sobre un pollino, hijo de animal de yugo.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
53d0831d21fc9bce3794,NT,MAT,21,31,MAT 21:31,diceles,7,72,79,Díceles,uál de los dos hizo la voluntad de su padre? Dicen ellos: El primero.,"Jesús: De cierto les digo, que los publicanos y las rameras les van d","¿Cuál de los dos hizo la voluntad de su padre? Dicen ellos: El primero. Díceles Jesús: De cierto les digo, que los publicanos y las rameras les van delante al reino de Dios.",les dice,low,Forma enclitica arcaica.,Codex-assisted,replace,Les dice,Modernización de forma enclítica arcaica.
aed806dcd98ebe879aa2,NT,MAT,21,42,MAT 21:42,diceles,8,0,7,Díceles,,Jesús: ¿Nunca leyeron en las Escrituras: La piedra que desecharon los,"Díceles Jesús: ¿Nunca leyeron en las Escrituras: La piedra que desecharon los que edificaban, ésta fue hecha por cabeza de esquina: por el Señor es hecho esto, y es cosa maravillosa en nuestros ojos?",les dice,low,Forma enclitica arcaica.,Codex-assisted,replace,Les dice,Modernización de forma enclítica arcaica.
672dae73b1a12977d48a,NT,MAT,22,4,MAT 22:4,he_aqui,44,63,70,He aquí,"Volvió a enviar otros siervos, diciendo: Digan a los llamados:",", mi comida he aparejado; mis toros y animales engordados son muertos,","Volvió a enviar otros siervos, diciendo: Digan a los llamados: He aquí, mi comida he aparejado; mis toros y animales engordados son muertos, y todo está prevenido: vengan a las bodas.",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
7133805f6c7f0abc1766,NT,MAT,22,21,MAT 22:21,diceles,9,21,28,díceles,Dícenle: De César. Y,": Paguen pues a César lo que es de César, y a Dios lo que es de Dios.","Dícenle: De César. Y díceles: Paguen pues a César lo que es de César, y a Dios lo que es de Dios.",les dice,low,Forma enclitica arcaica.,Codex-assisted,replace,les dice,Modernización de forma enclítica arcaica.
391d89c5d4838dc9ae64,NT,MAT,23,34,MAT 23:34,he_aqui,45,11,18,he aquí,"Por tanto,",", yo envío a ustedes profetas, y sabios, y escribas: y de ellos, a uno","Por tanto, he aquí, yo envío a ustedes profetas, y sabios, y escribas: y de ellos, a unos matarán y crucificarán, y a otros de ellos azotarán en sus sinagogas, y perseguirán de ciudad en ciudad:",miren,high,Formula biblica; decidir si se conserva en citas solemnes.,,,,
