row_id,testament,book,chapter,verse,reference,term_id,occurrence_index,start,end,matched,before,after,verse_text,suggestion,risk,term_note,reviewer,decision,replacement,notes
c224fda4bbc67f43bc39,OT,GEN,38,19,GEN 38:19,fuese,16,15,20,fuése,"Y levantóse, y",": y quitóse el velo de sobre sí, y vistióse las ropas de su viudez.","Y levantóse, y fuése: y quitóse el velo de sobre sí, y vistióse las ropas de su viudez.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
3628dabc78b963d935dd,OT,GEN,42,9,GEN 42:9,dijoles,7,67,74,díjoles,"Entonces se acordó José de los sueños que había tenido de ellos, y",: Espías son; por ver lo descubierto del país han venido.,"Entonces se acordó José de los sueños que había tenido de ellos, y díjoles: Espías son; por ver lo descubierto del país han venido.",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
e0738ff004de782ddddd,OT,GEN,42,18,GEN 42:18,dijoles,8,16,23,díjoles,Y al tercer día,"José: Hagan esto, y vivan: Yo temo a Dios:","Y al tercer día díjoles José: Hagan esto, y vivan: Yo temo a Dios:",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
1980bbcafeb338e200bb,OT,GEN,43,2,GEN 43:2,dijoles,9,72,79,díjoles,"aconteció que como acabaron de comer el trigo que trajeron de Egipto,","su padre: Vuelvan, y compren para nosotros un poco de alimento.","Y aconteció que como acabaron de comer el trigo que trajeron de Egipto, díjoles su padre: Vuelvan, y compren para nosotros un poco de alimento.",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
76257d39e12b3a43912f,OT,GEN,44,6,GEN 44:6,dijoles,10,23,30,díjoles,"Y como él los alcanzó,",estas palabras.,"Y como él los alcanzó, díjoles estas palabras.",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
3d7df30853e0f389d59b,OT,GEN,44,15,GEN 44:15,dijoles,11,2,9,díjoles,Y,José: ¿Qué obra es esta que han hecho? ¿no saben que un hombre como y,Y díjoles José: ¿Qué obra es esta que han hecho? ¿no saben que un hombre como yo sabe adivinar?,les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
9728d861a5532858cad8,OT,GEN,46,1,GEN 46:1,partiose,2,2,10,partióse,Y,"Israel con todo lo que tenía, y vino a Beer-seba, y ofreció sacrifici","Y partióse Israel con todo lo que tenía, y vino a Beer-seba, y ofreció sacrificios al Dios de su padre Isaac.",se fue,medium,Puede significar partir/salir; revisar contexto.,,,,
f69394e555e02b4bfc99,OT,GEN,49,29,GEN 49:29,dijoles,12,18,25,díjoles,"Mandóles luego, y",: Yo voy a ser reunido con mi pueblo: sepúltenme con mis padres en la,"Mandóles luego, y díjoles: Yo voy a ser reunido con mi pueblo: sepúltenme con mis padres en la cueva que está en el campo de Ephrón el Hetheo;",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
51e6eb45a47015a644dc,OT,GEN,50,19,GEN 50:19,respondioles,1,2,14,respondióles,Y,José: No teman: ¿estoy yo en lugar de Dios?,Y respondióles José: No teman: ¿estoy yo en lugar de Dios?,les respondió,low,Forma enclitica arcaica.,Codex-assisted,replace,les respondió,Modernización de forma enclítica arcaica.
ceafc3206d50a07a8aaa,OT,EXO,1,15,EXO 1:15,dijoles,13,108,115,díjoles,"s de las Hebreas, una de las cuales se llamaba Siphra, y otra Phúa, y",:,"Y habló el rey de Egipto a las parteras de las Hebreas, una de las cuales se llamaba Siphra, y otra Phúa, y díjoles:",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
7545012b4af0dfc2d866,OT,EXO,1,18,EXO 1:18,dijoles,14,49,56,díjoles,"Y el rey de Egipto hizo llamar a las parteras, y",": Por qué han hecho esto, que han reservado la vida a los niños?","Y el rey de Egipto hizo llamar a las parteras, y díjoles: Por qué han hecho esto, que han reservado la vida a los niños?",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
38d38861003c66fb0eb0,OT,EXO,2,18,EXO 2:18,dijoles,15,37,44,díjoles,"Y volviendo ellas a Ragüel su padre,",él: ¿Por qué han hoy venido tan presto?,"Y volviendo ellas a Ragüel su padre, díjoles él: ¿Por qué han hoy venido tan presto?",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
51ce786462d76fd4c346,OT,EXO,5,21,EXO 5:21,dijeronles,2,0,10,Dijéronles,,": Mire Jehová sobre ustedes, y juzgue; pues han hecho heder nuestro ol","Dijéronles: Mire Jehová sobre ustedes, y juzgue; pues han hecho heder nuestro olor delante de Faraón y de sus siervos, dándoles el cuchillo en las manos para que nos maten.",les dijeron,low,Forma enclitica arcaica.,Codex-assisted,replace,Les dijeron,Modernización de forma enclítica arcaica.
4ea52312dc0711195104,OT,EXO,8,8,EXO 8:8,dijoles,16,44,51,díjoles,"Entonces Faraón llamó a Moisés y a Aarón, y",: Oren a Jehová que quite las ranas de mí y de mi pueblo; y dejaré ir,"Entonces Faraón llamó a Moisés y a Aarón, y díjoles: Oren a Jehová que quite las ranas de mí y de mi pueblo; y dejaré ir al pueblo, para que sacrifique a Jehová.",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
40f001aae9b4762d9a3d,OT,EXO,8,25,EXO 8:25,dijoles,17,44,51,díjoles,"Entonces Faraón llamó a Moisés y a Aarón, y",": Anden, sacrifiquen a su Dios en la tierra.","Entonces Faraón llamó a Moisés y a Aarón, y díjoles: Anden, sacrifiquen a su Dios en la tierra.",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
82d181d802a89e3446b3,OT,EXO,12,21,EXO 12:21,dijoles,18,51,58,díjoles,"Y Moisés convocó a todos los ancianos de Israel, y",": Saquen, y tómense corderos por sus familias, y sacrifiquen la pascua","Y Moisés convocó a todos los ancianos de Israel, y díjoles: Saquen, y tómense corderos por sus familias, y sacrifiquen la pascua.",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
fab740eaf2d246bd6024,OT,EXO,12,31,EXO 12:31,dijoles,19,45,52,díjoles,"E hizo llamar a Moisés y a Aarón de noche, y",": Salgan de en medio de mi pueblo ustedes, y los hijos de Israel; e va","E hizo llamar a Moisés y a Aarón de noche, y díjoles: Salgan de en medio de mi pueblo ustedes, y los hijos de Israel; e vayan, sirvan a Jehová, como han dicho.",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
4d73d37168d5c5e78a74,OT,EXO,16,19,EXO 16:19,dijoles,20,2,9,díjoles,Y,Moisés: Ninguno deje nada de ello para mañana.,Y díjoles Moisés: Ninguno deje nada de ello para mañana.,les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
828624e55066344c213b,OT,EXO,18,27,EXO 18:27,fuese,17,33,38,fuése,"Y despidió Moisés a su suegro, y",a su tierra.,"Y despidió Moisés a su suegro, y fuése a su tierra.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
41531106ba462af717cb,OT,EXO,32,1,EXO 32:1,dijeronle,5,94,103,dijéronle,"e Moisés tardaba en descender del monte, allegóse entonces a Aarón, y",": Levántate, haznos dioses que vayan delante de nosotros; porque a est","Pero viendo el pueblo que Moisés tardaba en descender del monte, allegóse entonces a Aarón, y dijéronle: Levántate, haznos dioses que vayan delante de nosotros; porque a este Moisés, aquel varón que nos sacó de la tierra de Egipto, no sabemos qué le haya acontecido.",le dijeron,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijeron,Modernización de forma enclítica arcaica.
7f689b14ef6d3b809658,OT,EXO,35,1,EXO 35:1,dijoles,21,68,75,díjoles,"Y Moisés hizo juntar toda la congregación de los hijos de Israel, y",: Estas son las cosas que Jehová ha mandado que hagan.,"Y Moisés hizo juntar toda la congregación de los hijos de Israel, y díjoles: Estas son las cosas que Jehová ha mandado que hagan.",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
831fe6a08438c90bdd56,OT,EXO,36,18,EXO 36:18,fuese,18,77,82,fuese,"mbién cincuenta corchetes de metal para juntar la tienda, de modo que",una.,"Hizo también cincuenta corchetes de metal para juntar la tienda, de modo que fuese una.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
53f9e0f1d44bd1ee1c0f,OT,LEV,10,4,LEV 10:4,dijoles,22,72,79,díjoles,"llamó Moisés a Misael, y a Elzaphán, hijos de Uzziel, tío de Aarón, y",: Lléguense y saquen a sus hermanos de delante del santuario fuera del,"Y llamó Moisés a Misael, y a Elzaphán, hijos de Uzziel, tío de Aarón, y díjoles: Lléguense y saquen a sus hermanos de delante del santuario fuera del campo.",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
62a44129888025ffa60f,OT,LEV,24,12,LEV 24:12,fuese,19,41,46,fuese,"Y pusiéronlo en la cárcel, hasta que les",declarado por palabra de Jehová.,"Y pusiéronlo en la cárcel, hasta que les fuese declarado por palabra de Jehová.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
b71d83aa430e19366f5d,OT,NUM,9,7,NUM 9:7,dijeronle,6,2,11,dijéronle,Y,aquellos hombres: Nosotros somos inmundos por causa de muerto; ¿por q,Y dijéronle aquellos hombres: Nosotros somos inmundos por causa de muerto; ¿por qué seremos impedidos de ofrecer ofrenda a Jehová a su tiempo entre los hijos de Israel?,le dijeron,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijeron,Modernización de forma enclítica arcaica.
7523faae383cd199d23e,OT,NUM,11,33,NUM 11:33,fuese,20,58,63,fuese,"Aun estaba la carne entre los dientes de ellos, antes que","mascada, cuando el furor de Jehová se encendió en el pueblo, e hirió","Aun estaba la carne entre los dientes de ellos, antes que fuese mascada, cuando el furor de Jehová se encendió en el pueblo, e hirió Jehová al pueblo con una muy grande plaga.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
b0d1a64569b528a877ac,OT,NUM,12,9,NUM 12:9,fuese,21,52,57,fuése,Entonces el furor de Jehová se encendió en ellos; y,.,Entonces el furor de Jehová se encendió en ellos; y fuése.,se fue,medium,Puede requerir ajustar la frase completa.,,,,
30b519fd1a9321d4f8e4,OT,NUM,14,2,NUM 14:2,dijoles,23,71,78,díjoles,quejáronse contra Moisés y contra Aarón todos los hijos de Israel; y,toda la multitud: ¡Ojalá muriéramos en la tierra de Egipto; o en este,Y quejáronse contra Moisés y contra Aarón todos los hijos de Israel; y díjoles toda la multitud: ¡Ojalá muriéramos en la tierra de Egipto; o en este desierto ojalá muriéramos!,les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
44751c7bf7d01b648a0b,OT,NUM,20,10,NUM 20:10,dijoles,24,64,71,díjoles,"Y juntaron Moisés y Aarón la congregación delante de la peña, y",": Oigan ahora, rebeldes: ¿les hemos de hacer salir aguas de esta peña?","Y juntaron Moisés y Aarón la congregación delante de la peña, y díjoles: Oigan ahora, rebeldes: ¿les hemos de hacer salir aguas de esta peña?",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
561c81aff62b3838c13f,OT,NUM,22,16,NUM 22:16,dijeronle,7,32,41,dijéronle,"Los cuales vinieron a Balaam, y",": Así dice Balac, hijo de Zippor: Ruégote que no dejes de venir a mí:","Los cuales vinieron a Balaam, y dijéronle: Así dice Balac, hijo de Zippor: Ruégote que no dejes de venir a mí:",le dijeron,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijeron,Modernización de forma enclítica arcaica.
7823955570baf80428a8,OT,NUM,31,15,NUM 31:15,dijoles,25,2,9,díjoles,Y,Moisés: ¿Todas las mujeres han reservado?,Y díjoles Moisés: ¿Todas las mujeres han reservado?,les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
4872d68f794e15044459,OT,NUM,32,29,NUM 32:29,dijoles,26,2,9,díjoles,Y,"Moisés: Si los hijos de Gad y los hijos de Rubén, pasan con ustedes e","Y díjoles Moisés: Si los hijos de Gad y los hijos de Rubén, pasan con ustedes el Jordán, armados todos de guerra delante de Jehová, luego que el país sea sojuzgado delante de ustedes, les darán la tierra de Galaad en posesión:",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
a3ad2eb9e3e2b2c80d1e,OT,DEU,5,1,DEU 5:1,dijoles,27,32,39,díjoles,"Y llamó Moisés a todo Israel, y",": Oye, Israel, los estatutos y derechos que yo pronuncio hoy en sus oí","Y llamó Moisés a todo Israel, y díjoles: Oye, Israel, los estatutos y derechos que yo pronuncio hoy en sus oídos: y apréndanlos, y guárdenlos, para ponerlos por obra.",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
3e8badaf6780b6b37915,OT,DEU,5,29,DEU 5:29,fuese,22,142,147,fuese,"s los días todos mis mandamientos, para que a ellos y a sus hijos les",bien para siempre!,"¡Quién diera que tuviesen tal corazón, que me temiesen, y guardasen todos los días todos mis mandamientos, para que a ellos y a sus hijos les fuese bien para siempre!",se fue,medium,Puede requerir ajustar la frase completa.,,,,
5e3dbbbed7fd4d29afb5,OT,DEU,28,67,DEU 28:67,fuese,23,34,39,fuese,Por la mañana dirás: ¡Quién diera,la tarde! y a la tarde dirás: ¡Quién diera fuese la mañana! por el mi,"Por la mañana dirás: ¡Quién diera fuese la tarde! y a la tarde dirás: ¡Quién diera fuese la mañana! por el miedo de tu corazón con que estarás amedrentado, y por lo que verán tus ojos.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
e548f2f297132be18173,OT,DEU,28,67,DEU 28:67,fuese,24,83,88,fuese,dirás: ¡Quién diera fuese la tarde! y a la tarde dirás: ¡Quién diera,"la mañana! por el miedo de tu corazón con que estarás amedrentado, y","Por la mañana dirás: ¡Quién diera fuese la tarde! y a la tarde dirás: ¡Quién diera fuese la mañana! por el miedo de tu corazón con que estarás amedrentado, y por lo que verán tus ojos.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
1103d69e30d81e9e31dc,OT,DEU,29,2,DEU 29:2,dijoles,28,35,42,díjoles,"Moisés pues llamó a todo Israel, y",: Ustedes han visto todo lo que Jehová ha hecho delante de sus ojos en,"Moisés pues llamó a todo Israel, y díjoles: Ustedes han visto todo lo que Jehová ha hecho delante de sus ojos en la tierra de Egipto a Faraón y a todos sus siervos, y a toda su tierra:",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
300c503333aac2702e73,OT,DEU,31,2,DEU 31:2,dijoles,29,2,9,díjoles,Y,: De edad de ciento y veinte años soy hoy día; no puedo más salir ni e,Y díjoles: De edad de ciento y veinte años soy hoy día; no puedo más salir ni entrar: a más de esto Jehová me ha dicho: No pasarás este Jordán.,les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
fb66f650ab61863ddd46,OT,DEU,32,46,DEU 32:46,dijoles,30,2,9,díjoles,Y,": Pongan su corazón a todas las palabras que yo les protesto hoy, para","Y díjoles: Pongan su corazón a todas las palabras que yo les protesto hoy, para que las manden a sus hijos, y cuiden de poner por obra todas las palabras de esta ley.",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
b0141fa43f9056c2ed46,OT,JOS,2,8,JOS 2:8,dijoles,31,65,72,díjoles,"Pero antes que ellos durmiesen, ella subió a ellos al terrado, y",:,"Pero antes que ellos durmiesen, ella subió a ellos al terrado, y díjoles:",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
56f1d7fafb5180007ce8,OT,JOS,2,16,JOS 2:16,dijoles,32,2,9,díjoles,Y,": Márchense al monte, porque los que fueron tras ustedes no les encuen","Y díjoles: Márchense al monte, porque los que fueron tras ustedes no les encuentren; y estén escondidos allí tres días, hasta que los que les siguen hayan vuelto; y después se irán su camino.",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
453b91acc01ac4261e76,OT,JOS,4,5,JOS 4:5,dijoles,33,2,9,díjoles,Y,Josué: Pasen delante del arca de Jehová su Dios al medio del Jordán;,"Y díjoles Josué: Pasen delante del arca de Jehová su Dios al medio del Jordán; y cada uno de ustedes tome una piedra sobre su hombro, conforme al número de las tribus de los hijos de Israel;",les dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,les dijo,Modernización de forma enclítica arcaica.
bc596f2203db0a109ba0,OT,JOS,7,3,JOS 7:3,dijeronle,8,21,30,dijéronle,"Y volviendo a Josué,",": No suba todo el pueblo, sino que suban como dos mil o como tres mil","Y volviendo a Josué, dijéronle: No suba todo el pueblo, sino que suban como dos mil o como tres mil hombres, y tomarán a Hai: no fatigues a todo el pueblo allí, porque son pocos.",le dijeron,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijeron,Modernización de forma enclítica arcaica.
