row_id,testament,book,chapter,verse,reference,term_id,occurrence_index,start,end,matched,before,after,verse_text,suggestion,risk,term_note,reviewer,decision,replacement,notes
d0b2bd0c861be5427943,OT,GEN,4,15,GEN 4:15,respondiole,1,2,13,respondióle,Y,"Jehová: Cierto que cualquiera que mate a Caín, siete veces será casti","Y respondióle Jehová: Cierto que cualquiera que mate a Caín, siete veces será castigado. Entonces Jehová puso señal en Caín, para que no lo hiriese cualquiera que le hallara.",le respondio,low,Forma enclitica arcaica.,Codex-assisted,replace,le respondió,Modernización de forma enclítica arcaica.
ba26004a0a23ced8258d,OT,GEN,4,25,GEN 4:25,simiente,9,129,137,simiente,y llamó su nombre Seth: Porque Dios (dijo ella) me ha sustituído otra,"en lugar de Abel, a quien mató Caín.","Y conoció de nuevo Adam a su mujer, la cual parió un hijo, y llamó su nombre Seth: Porque Dios (dijo ella) me ha sustituído otra simiente en lugar de Abel, a quien mató Caín.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
93975c32d916391acf16,OT,GEN,8,20,GEN 8:20,holocausto,1,94,104,holocausto,"Jehová, y tomó de todo animal limpio y de toda ave limpia, y ofreció",en el altar.,"Y edificó Noé un altar a Jehová, y tomó de todo animal limpio y de toda ave limpia, y ofreció holocausto en el altar.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
f6e37f8aa602d6b90d86,OT,GEN,9,9,GEN 9:9,simiente,10,61,69,simiente,"Yo, he aquí que yo establezco mi pacto con ustedes, y con su",después de ustedes;,"Yo, he aquí que yo establezco mi pacto con ustedes, y con su simiente después de ustedes;",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
4fbf08d48ca2c7a18685,OT,GEN,12,4,GEN 12:4,fuese,2,2,7,fuése,Y,"Abram, como Jehová le dijo; y fue con él Lot: y era Abram de edad de","Y fuése Abram, como Jehová le dijo; y fue con él Lot: y era Abram de edad de setenta y cinco años cuando salió de Harán.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
2af0a3ed46d12b92ef5a,OT,GEN,12,7,GEN 12:7,simiente,11,43,51,simiente,"Y apareció Jehová a Abram, y le dijo: A tu","daré esta tierra. Y edificó allí un altar a Jehová, que le había apar","Y apareció Jehová a Abram, y le dijo: A tu simiente daré esta tierra. Y edificó allí un altar a Jehová, que le había aparecido.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
fce881b4da1dc86a8757,OT,GEN,13,11,GEN 13:11,partiose,1,59,67,partióse,Entonces Lot escogió para sí toda la llanura del Jordán: y,"Lot de Oriente, y apartáronse el uno del otro.","Entonces Lot escogió para sí toda la llanura del Jordán: y partióse Lot de Oriente, y apartáronse el uno del otro.",se fue,medium,Puede significar partir/salir; revisar contexto.,,,,
143003bdf2b4a7141573,OT,GEN,13,15,GEN 13:15,simiente,12,51,59,simiente,"Porque toda la tierra que ves, la daré a ti y a tu",para siempre.,"Porque toda la tierra que ves, la daré a ti y a tu simiente para siempre.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
390c46aa49179fe7aef9,OT,GEN,13,16,GEN 13:16,simiente,13,10,18,simiente,Y haré tu,como el polvo de la tierra: que si alguno podrá contar el polvo de la,"Y haré tu simiente como el polvo de la tierra: que si alguno podrá contar el polvo de la tierra, también tu simiente será contada.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
f31d4f0b70c7657857f1,OT,GEN,13,16,GEN 13:16,simiente,14,108,116,simiente,"tierra: que si alguno podrá contar el polvo de la tierra, también tu",será contada.,"Y haré tu simiente como el polvo de la tierra: que si alguno podrá contar el polvo de la tierra, también tu simiente será contada.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
80ba79b0f397973537e5,OT,GEN,15,5,GEN 15:5,simiente,15,118,126,simiente,"y cuenta las estrellas, si las puedes contar. Y le dijo: Así será tu",.,"Y sacóle fuera, y dijo: Mira ahora a los cielos, y cuenta las estrellas, si las puedes contar. Y le dijo: Así será tu simiente.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
a0f3d5bb7b8f382bfad6,OT,GEN,15,7,GEN 15:7,dijole,2,2,8,díjole,Y,": Yo soy Jehová, que te saqué de Ur de los Caldeos, para darte a hered","Y díjole: Yo soy Jehová, que te saqué de Ur de los Caldeos, para darte a heredar esta tierra.",le dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijo,Modernización de forma enclítica arcaica.
6271dda3c04e8140a81c,OT,GEN,15,13,GEN 15:13,simiente,16,45,53,simiente,Entonces dijo a Abram: Ten por cierto que tu,"será peregrina en tierra no suya, y servirá a los de allí, y serán po","Entonces dijo a Abram: Ten por cierto que tu simiente será peregrina en tierra no suya, y servirá a los de allí, y serán por ellos afligidos cuatrocientos años.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
632cb6455cf3ac66b340,OT,GEN,15,18,GEN 15:18,simiente,17,59,67,simiente,En aquel día hizo Jehová un pacto con Abram diciendo: A tu,"daré esta tierra desde el río de Egipto hasta el río grande, el río E","En aquel día hizo Jehová un pacto con Abram diciendo: A tu simiente daré esta tierra desde el río de Egipto hasta el río grande, el río Eufrates;",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
138ca6f7b3af8a44054e,OT,GEN,16,9,GEN 16:9,dijole,3,2,8,díjole,Y,"el ángel de Jehová: Vuélvete a tu señora, y ponte sumisa bajo de su m","Y díjole el ángel de Jehová: Vuélvete a tu señora, y ponte sumisa bajo de su mano.",le dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijo,Modernización de forma enclítica arcaica.
b4392a40d945f1622e67,OT,GEN,16,10,GEN 16:10,dijole,4,0,6,Díjole,,"también el ángel de Jehová: Multiplicaré tanto tu linaje, que no será","Díjole también el ángel de Jehová: Multiplicaré tanto tu linaje, que no será contado a causa de la muchedumbre.",le dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,Le dijo,Modernización de forma enclítica arcaica.
eb894845e9c1b3016ee9,OT,GEN,16,11,GEN 16:11,dijole,5,0,6,Díjole,,"aún el ángel de Jehová: He aquí que has concebido, y parirás un hijo,","Díjole aún el ángel de Jehová: He aquí que has concebido, y parirás un hijo, y llamarás su nombre Ismael, porque oído ha Jehová tu aflicción.",le dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,Le dijo,Modernización de forma enclítica arcaica.
abdc9651b4574f5addce,OT,GEN,17,7,GEN 17:7,simiente,18,43,51,simiente,"Y estableceré mi pacto entre mí y ti, y tu","después de ti en sus generaciones, por alianza perpetua, para serte a","Y estableceré mi pacto entre mí y ti, y tu simiente después de ti en sus generaciones, por alianza perpetua, para serte a ti por Dios, y a tu simiente después de ti.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
7d4c72fb50c8754c7e7b,OT,GEN,17,7,GEN 17:7,simiente,19,142,150,simiente,"generaciones, por alianza perpetua, para serte a ti por Dios, y a tu",después de ti.,"Y estableceré mi pacto entre mí y ti, y tu simiente después de ti en sus generaciones, por alianza perpetua, para serte a ti por Dios, y a tu simiente después de ti.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
73a7bed4122d707a87ce,OT,GEN,17,8,GEN 17:8,simiente,20,23,31,simiente,"Y te daré a ti, y a tu","después de ti, la tierra de tus peregrinaciones, toda la tierra de Ca","Y te daré a ti, y a tu simiente después de ti, la tierra de tus peregrinaciones, toda la tierra de Canaán en heredad perpetua; y seré el Dios de ellos.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
db5e6ab2679c5dba75c2,OT,GEN,17,9,GEN 17:9,simiente,21,66,74,simiente,"Dijo de nuevo Dios a Abraham: Tú pero guardarás mi pacto, tú y tu",después de ti por sus generaciones.,"Dijo de nuevo Dios a Abraham: Tú pero guardarás mi pacto, tú y tu simiente después de ti por sus generaciones.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
a5f1bf0084dca869776e,OT,GEN,17,10,GEN 17:10,simiente,22,58,66,simiente,"Este será mi pacto, que guardarán entre mí y ustedes y tu",después de ti: Será circuncidado todo varón de entre ustedes.,"Este será mi pacto, que guardarán entre mí y ustedes y tu simiente después de ti: Será circuncidado todo varón de entre ustedes.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
594faeea77610179f0b9,OT,GEN,17,12,GEN 17:12,simiente,23,172,180,simiente,"asa, y el comprado a dinero de cualquier extranjero, que no sea de tu",.,"Y de edad de ocho días será circuncidado todo varón entre ustedes por sus generaciones: el nacido en casa, y el comprado a dinero de cualquier extranjero, que no sea de tu simiente.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
dcc3ba0326b6485d0e9c,OT,GEN,17,19,GEN 17:19,simiente,24,149,157,simiente,mbre Isaac; y confirmaré mi pacto con él por alianza perpetua para su,después de él.,"Y respondió Dios: Ciertamente Sara tu mujer te parirá un hijo, y llamarás su nombre Isaac; y confirmaré mi pacto con él por alianza perpetua para su simiente después de él.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
1307a87efb3a31116f12,OT,GEN,18,33,GEN 18:33,fuese,3,2,7,fuése,Y,"Jehová, luego que acabó de hablar a Abraham: y Abraham se volvió a su","Y fuése Jehová, luego que acabó de hablar a Abraham: y Abraham se volvió a su lugar.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
479da937b25895b75a66,OT,GEN,20,6,GEN 20:6,dijole,6,2,8,díjole,Y,Dios en sueños: Yo también sé que con integridad de tu corazón has he,"Y díjole Dios en sueños: Yo también sé que con integridad de tu corazón has hecho esto; y yo también te detuve de pecar contra mí, y así no te permití que la tocases.",le dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijo,Modernización de forma enclítica arcaica.
7992446870370d770d76,OT,GEN,21,13,GEN 21:13,simiente,25,61,69,simiente,"Y también al hijo de la sierva pondré en gente, porque es tu",.,"Y también al hijo de la sierva pondré en gente, porque es tu simiente.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
7b0942f78860d20b035f,OT,GEN,21,16,GEN 21:16,fuese,4,2,7,fuése,Y,"y sentóse enfrente, alejándose como un tiro de arco; porque decía: No","Y fuése y sentóse enfrente, alejándose como un tiro de arco; porque decía: No veré cuando el muchacho morirá: y sentóse enfrente, y alzó su voz y lloró.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
bd01f9f80ab48ea8557f,OT,GEN,22,2,GEN 22:2,holocausto,2,105,115,holocausto,"o, Isaac, a quien amas, y vete a tierra de Moriah, y ofrécelo allí en",sobre uno de los montes que yo te diré.,"Y dijo: Toma ahora tu hijo, tu único, Isaac, a quien amas, y vete a tierra de Moriah, y ofrécelo allí en holocausto sobre uno de los montes que yo te diré.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
d65f4776dc0fe72136b9,OT,GEN,22,3,GEN 22:3,holocausto,3,129,139,holocausto,"tomó consigo dos mozos suyos, y a Isaac su hijo: y cortó leña para el",", y levantóse, y fue al lugar que Dios le dijo.","Y Abraham se levantó muy de mañana, y enalbardó su asno, y tomó consigo dos mozos suyos, y a Isaac su hijo: y cortó leña para el holocausto, y levantóse, y fue al lugar que Dios le dijo.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
26f5f6181bfea7b7d07e,OT,GEN,22,6,GEN 22:6,holocausto,4,27,37,holocausto,Y tomó Abraham la leña del,", y púsola sobre Isaac su hijo: y él tomó en su mano el fuego y el cuc","Y tomó Abraham la leña del holocausto, y púsola sobre Isaac su hijo: y él tomó en su mano el fuego y el cuchillo; y fueron ambos juntos.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
645db6e2148c13a5fd11,OT,GEN,22,7,GEN 22:7,holocausto,5,171,181,holocausto,dijo: He aquí el fuego y la leña; pero ¿dónde está el cordero para el,?,"Entonces habló Isaac a Abraham su padre, y dijo: Padre mío. Y él respondió: Heme aquí, mi hijo. Y él dijo: He aquí el fuego y la leña; pero ¿dónde está el cordero para el holocausto?",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
7dc1f6682c7220477db8,OT,GEN,22,8,GEN 22:8,holocausto,6,57,67,holocausto,Y respondió Abraham: Dios se proveerá de cordero para el,", hijo mío. E iban juntos.","Y respondió Abraham: Dios se proveerá de cordero para el holocausto, hijo mío. E iban juntos.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
29f5fbcc3af9287e8d19,OT,GEN,22,13,GEN 22:13,holocausto,7,163,173,holocausto,"zal por sus cuernos: y fue Abraham, y tomó el carnero, y ofrecióle en",en lugar de su hijo.,"Entonces alzó Abraham sus ojos, y miró, y he aquí un carnero a sus espaldas trabado en un zarzal por sus cuernos: y fue Abraham, y tomó el carnero, y ofrecióle en holocausto en lugar de su hijo.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
abada70ef62ead786e96,OT,GEN,22,17,GEN 22:17,simiente,26,58,66,simiente,"Bendiciendo te bendeciré, y multiplicando multiplicaré tu","como las estrellas del cielo, y como la arena que está a la orilla de","Bendiciendo te bendeciré, y multiplicando multiplicaré tu simiente como las estrellas del cielo, y como la arena que está a la orilla del mar; y tu simiente poseerá las puertas de sus enemigos:",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
a16232bf4575210fca9b,OT,GEN,22,17,GEN 22:17,simiente,27,148,156,simiente,"trellas del cielo, y como la arena que está a la orilla del mar; y tu",poseerá las puertas de sus enemigos:,"Bendiciendo te bendeciré, y multiplicando multiplicaré tu simiente como las estrellas del cielo, y como la arena que está a la orilla del mar; y tu simiente poseerá las puertas de sus enemigos:",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
e6275743634403ec5405,OT,GEN,22,18,GEN 22:18,simiente,28,6,14,simiente,En tu,"serán benditas todas las gentes de la tierra, por cuanto obedeciste a","En tu simiente serán benditas todas las gentes de la tierra, por cuanto obedeciste a mi voz.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
27d9e4b1f8c0ff542ea6,OT,GEN,24,7,GEN 24:7,simiente,29,132,140,simiente,"y de la tierra de mi parentela, y me habló y me juró, diciendo: A tu","daré esta tierra; él enviará su ángel delante de ti, y tú tomarás de","Jehová, Dios de los cielos, que me tomó de la casa de mi padre y de la tierra de mi parentela, y me habló y me juró, diciendo: A tu simiente daré esta tierra; él enviará su ángel delante de ti, y tú tomarás de allá mujer para mi hijo.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
767b2d1c04da4be573a3,OT,GEN,24,10,GEN 24:10,fuese,5,62,67,fuése,"Y el criado tomó diez camellos de los camellos de su señor, y",", pues tenía a su disposición todos los bienes de su señor: y puesto e","Y el criado tomó diez camellos de los camellos de su señor, y fuése, pues tenía a su disposición todos los bienes de su señor: y puesto en camino, llegó a Mesopotamia, a la ciudad de Nachôr.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
bd28ccdf209b9e01c381,OT,GEN,24,31,GEN 24:31,dijole,7,2,8,díjole,Y,": Ven, bendito de Jehová; ¿por qué estás fuera? yo he limpiado la casa","Y díjole: Ven, bendito de Jehová; ¿por qué estás fuera? yo he limpiado la casa, y el lugar para los camellos.",le dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijo,Modernización de forma enclítica arcaica.
93187832b518df6133a1,OT,GEN,24,61,GEN 24:61,fuese,6,122,127,fuése,"bre los camellos, y siguieron al hombre; y el criado tomó a Rebeca, y",.,"Levantóse entonces Rebeca y sus mozas, y subieron sobre los camellos, y siguieron al hombre; y el criado tomó a Rebeca, y fuése.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
6c9e6da8c4e9de7a1e43,OT,GEN,25,23,GEN 25:23,respondiole,2,2,13,respondióle,Y,"Jehová: Dos gentes hay en tu seno, y dos pueblos serán divididos desd","Y respondióle Jehová: Dos gentes hay en tu seno, y dos pueblos serán divididos desde tus entrañas: y el un pueblo será más fuerte que el otro pueblo, y el mayor servirá al menor.",le respondio,low,Forma enclitica arcaica.,Codex-assisted,replace,le respondió,Modernización de forma enclítica arcaica.
a858755fba5eb29c62c2,OT,GEN,25,34,GEN 25:34,fuese,7,96,101,fuése,"pan y del guisado de las lentejas; y él comió y bebió, y levantóse, y",. Así menospreció Esaú la primogenitura.,"Entonces Jacob dio a Esaú pan y del guisado de las lentejas; y él comió y bebió, y levantóse, y fuése. Así menospreció Esaú la primogenitura.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
3c099eef3d565f494699,OT,GEN,26,1,GEN 26:1,fuese,8,90,95,fuése,"tierra, además de la primera hambre que fue en los días de Abraham: y","Isaac a Abimelech rey de los Filisteos, en Gerar.","Y hubo hambre en la tierra, además de la primera hambre que fue en los días de Abraham: y fuése Isaac a Abimelech rey de los Filisteos, en Gerar.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
0227d55625470f9758f0,OT,GEN,26,2,GEN 26:2,dijole,8,25,31,díjole,"Y apareciósele Jehová, y",: No desciendas a Egipto: habita en la tierra que yo te diré;,"Y apareciósele Jehová, y díjole: No desciendas a Egipto: habita en la tierra que yo te diré;",le dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijo,Modernización de forma enclítica arcaica.
0f71b6d25cf933600b5b,OT,GEN,26,3,GEN 26:3,simiente,30,74,82,simiente,"ta en esta tierra, y seré contigo, y te bendeciré; porque a ti y a tu","daré todas estas tierras, y confirmaré el juramento que juré a Abraha","Habita en esta tierra, y seré contigo, y te bendeciré; porque a ti y a tu simiente daré todas estas tierras, y confirmaré el juramento que juré a Abraham tu padre:",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
9ff53b1775219511a2f8,OT,GEN,26,4,GEN 26:4,simiente,31,18,26,simiente,Y multiplicaré tu,"como las estrellas del cielo, y daré a tu simiente todas estas tierra","Y multiplicaré tu simiente como las estrellas del cielo, y daré a tu simiente todas estas tierras; y todas las gentes de la tierra serán benditas en tu simiente:",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
23c033586b3f01297e43,OT,GEN,26,4,GEN 26:4,simiente,32,69,77,simiente,"Y multiplicaré tu simiente como las estrellas del cielo, y daré a tu",todas estas tierras; y todas las gentes de la tierra serán benditas e,"Y multiplicaré tu simiente como las estrellas del cielo, y daré a tu simiente todas estas tierras; y todas las gentes de la tierra serán benditas en tu simiente:",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
1e2307b2ff86553d832c,OT,GEN,26,4,GEN 26:4,simiente,33,152,160,simiente,s estas tierras; y todas las gentes de la tierra serán benditas en tu,:,"Y multiplicaré tu simiente como las estrellas del cielo, y daré a tu simiente todas estas tierras; y todas las gentes de la tierra serán benditas en tu simiente:",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
f3599dca433fcf5441eb,OT,GEN,26,5,GEN 26:5,estatuto,1,75,84,estatutos,"uanto oyó Abraham mi voz, y guardó mi precepto, mis mandamientos, mis",y mis leyes.,"Por cuanto oyó Abraham mi voz, y guardó mi precepto, mis mandamientos, mis estatutos y mis leyes.",estatuto,medium,Puede conservarse como termino legal.,,,,
f8058c94d5b73b8bd6c2,OT,GEN,26,24,GEN 26:24,simiente,34,148,156,simiente,"e; no temas, que yo soy contigo, y yo te bendeciré, y multiplicaré tu",por amor de Abraham mi siervo.,"Y apareciósele Jehová aquella noche, y dijo: Yo soy el Dios de Abraham tu padre; no temas, que yo soy contigo, y yo te bendeciré, y multiplicaré tu simiente por amor de Abraham mi siervo.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
7dfcaeb79b89fdbb3be5,OT,GEN,27,1,GEN 27:1,dijole,9,124,130,díjole,"os se ofuscaron quedando sin vista, llamó a Esaú, su hijo el mayor, y",: Mi hijo. Y él respondió: Heme aquí.,"Y aconteció que cuando hubo Isaac envejecido, y sus ojos se ofuscaron quedando sin vista, llamó a Esaú, su hijo el mayor, y díjole: Mi hijo. Y él respondió: Heme aquí.",le dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijo,Modernización de forma enclítica arcaica.
98db3f528a703e563c44,OT,GEN,27,5,GEN 27:5,fuese,9,63,68,fuése,"Y Rebeca estaba oyendo, cuando hablaba Isaac a Esaú su hijo: y",Esaú al campo para coger la caza que había de traer.,"Y Rebeca estaba oyendo, cuando hablaba Isaac a Esaú su hijo: y fuése Esaú al campo para coger la caza que había de traer.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
bdb98d7b51e07186ca0b,OT,GEN,27,26,GEN 27:26,dijole,10,2,8,díjole,Y,"Isaac su padre: Acércate ahora, y bésame, hijo mío.","Y díjole Isaac su padre: Acércate ahora, y bésame, hijo mío.",le dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijo,Modernización de forma enclítica arcaica.
43ba7099d426ea2e309a,OT,GEN,27,31,GEN 27:31,dijole,11,50,56,díjole,"E hizo él también guisados, y trajo a su padre, y",": Levántese mi padre, y coma de la caza de su hijo, para que me bendig","E hizo él también guisados, y trajo a su padre, y díjole: Levántese mi padre, y coma de la caza de su hijo, para que me bendiga tu alma.",le dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijo,Modernización de forma enclítica arcaica.
0cf814ee01bdbc1727cf,OT,GEN,27,39,GEN 27:39,dijole,12,32,38,díjole,Entonces Isaac su padre habló y,": He aquí será tu habitación en grosuras de la tierra, y del rocío de","Entonces Isaac su padre habló y díjole: He aquí será tu habitación en grosuras de la tierra, y del rocío de los cielos de arriba;",le dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijo,Modernización de forma enclítica arcaica.
abcf160b053a1e854a00,OT,GEN,27,42,GEN 27:42,dijole,13,107,113,díjole,"de Esaú su hijo mayor: y ella envió y llamó a Jacob su hijo menor, y",": He aquí, Esaú tu hermano se consuela acerca de ti con la idea de mat","Y fueron dichas a Rebeca las palabras de Esaú su hijo mayor: y ella envió y llamó a Jacob su hijo menor, y díjole: He aquí, Esaú tu hermano se consuela acerca de ti con la idea de matarte.",le dijo,low,Forma enclitica arcaica.,Codex-assisted,replace,le dijo,Modernización de forma enclítica arcaica.
618f33d922eb4c74a4ed,OT,GEN,28,4,GEN 28:4,simiente,35,40,48,simiente,"Y te dé la bendición de Abraham, y a tu","contigo, para que heredes la tierra de tus peregrinaciones, que Dios","Y te dé la bendición de Abraham, y a tu simiente contigo, para que heredes la tierra de tus peregrinaciones, que Dios dio a Abraham.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
adb0d687c85a939c5622,OT,GEN,28,9,GEN 28:9,fuese,10,2,7,fuése,Y,"Esaú a Ismael, y tomó para sí por mujer a Mahaleth, hija de Ismael, h","Y fuése Esaú a Ismael, y tomó para sí por mujer a Mahaleth, hija de Ismael, hijo de Abraham, hermana de Nabaioth, además de sus otras mujeres.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
6540e6c1958efb962b5d,OT,GEN,28,13,GEN 28:13,simiente,36,178,186,simiente,Dios de Isaac: la tierra en que estás acostado te la daré a ti y a tu,.,"Y he aquí, Jehová estaba en lo alto de ella, el cual dijo: Yo soy Jehová, el Dios de Abraham tu padre, y el Dios de Isaac: la tierra en que estás acostado te la daré a ti y a tu simiente.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
e1f66a0e1d5e2e95ff67,OT,GEN,28,14,GEN 28:14,simiente,37,10,18,simiente,Y será tu,"como el polvo de la tierra, y te extenderás al occidente, y al orient","Y será tu simiente como el polvo de la tierra, y te extenderás al occidente, y al oriente, y al aquilón, y al mediodía; y todas las familias de la tierra serán benditas en ti y en tu simiente.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
