row_id,reference,segment_index,code_index,verse_text,word,strong,morphology,step_gloss,status,confidence,reviewer,decision,corrected_strong,notes
775ea50513274773c1de,GEN 1:2,28,0,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.",aguas.,H4325,HTd/Ncmpa,the/ waters,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: aguas.
08af79757997778c7ca6,GEN 1:3,1,0,Y dijo Dios: Sea la luz: y fue la luz.,dijo,H559,Hc/Vqw3ms,and/ he said,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia verbal directa: dijo.
59e477be8b928cfcdefc,GEN 1:3,2,0,Y dijo Dios: Sea la luz: y fue la luz.,Dios:,H430,HNcmpa,God,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: Dios.
19298643232c692c24be,GEN 1:3,3,0,Y dijo Dios: Sea la luz: y fue la luz.,Sea,H1961,HVqj3ms,let it be,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia verbal directa: Sea.
5d7e1f60bc84e0213b30,GEN 1:3,5,0,Y dijo Dios: Sea la luz: y fue la luz.,luz:,H216,HNcfsa,light,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: luz.
0520459cfaf5fbb5c561,GEN 1:3,7,0,Y dijo Dios: Sea la luz: y fue la luz.,fue,H1961,Hc/Vqw3ms,and/ there was,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia verbal directa: fue.
d180897bfa13b4762fc8,GEN 1:3,9,0,Y dijo Dios: Sea la luz: y fue la luz.,luz.,H216,HNcfsa,light,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: luz.
bbd0418b17b6c81b6ceb,GEN 1:4,1,0,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,vio,H7200,Hc/Vqw3ms,and/ he saw,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia verbal directa: vio.
97dccf78b1b8fc782e16,GEN 1:4,2,0,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,Dios,H430,HNcmpa,God,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: Dios.
bd1f4f3b762f69e9ee4e,GEN 1:4,3,0,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,que,H3588,HTc,that,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia conjuntiva directa: que.
d2315317f3a01a743239,GEN 1:4,5,0,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,luz,H216,HTd/Ncfsa,the/ light,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: luz.
2a73d5809b1ad37a328f,GEN 1:4,7,0,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,buena:,H2895,HVqp3ms,[it was] good,editorial-reviewed,1.0,,,,
9bddc5458df4265a87fd,GEN 1:4,9,0,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,apartó,H914,Hc/Vhw3ms,and/ he separated,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia verbal directa: apartó/separó.
10ca81818050cec48a63,GEN 1:4,10,0,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,Dios,H430,HNcmpa,God,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: Dios.
f85336079829df8f7039,GEN 1:4,12,0,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,luz,H216,HTd/Ncfsa,the/ light,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: luz.
0c55f2b11774ce9db1c2,GEN 1:4,13,0,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,de,H996,HAcmsc,between,editorial-reviewed,1.0,Codex-assisted,approve,,Preposición de separación equivalente a la construcción hebrea entre.
1b7b116944ef86558d97,GEN 1:4,15,0,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,tinieblas.,H2822,HTd/Ncmsa,the/ darkness,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: tinieblas.
12e05a8c6a151dd72bce,GEN 1:5,1,0,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",llamó,H7121,Hc/Vqw3ms,and/ he called,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia verbal directa: llamó.
f854e999ecc2f01b3740,GEN 1:5,2,0,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",Dios,H430,HNcmpa,God,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: Dios.
ba791cb02f30b5286ec2,GEN 1:5,5,0,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",luz,H216,HRd/Ncfsa,<to> the/ light,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: luz.
857318092ab33211e957,GEN 1:5,6,0,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.","Día,",H3117,HNcmsa,day,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: Día.
1818be78240e1a4b19cf,GEN 1:5,10,0,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",tinieblas,H2822,HC/Rd/Ncmsa,and/ <to> the/ darkness,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: tinieblas.
16c6d0dd03212d194c3f,GEN 1:5,11,0,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",llamó,H7121,HVqp3ms,he called,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia verbal directa: llamó.
fcc4566e004f588830dc,GEN 1:5,12,0,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",Noche:,H3915,HNcmsa,night,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: Noche.
aacbd05a9c43ae786705,GEN 1:5,14,0,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",fue,H1961,Hc/Vqw3ms,and/ there was,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia verbal directa: fue.
19eb5770963fa2032595,GEN 1:5,16,0,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",tarde,H6153,HNcmsa,evening,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: tarde.
b7dd1c278c1eb5a2e5b0,GEN 1:5,19,0,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",mañana,H1242,HNcmsa,morning,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: mañana.
c2169c91daa7c7093668,GEN 1:5,20,0,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",un,H259,HAcfsa,one,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia numeral directa: un.
d285a9b9a21bcb45ce64,GEN 1:5,21,0,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",día.,H3117,HNcmsa,day,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: día.
9129859fc776462620ed,GEN 1:6,1,0,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",dijo,H559,Hc/Vqw3ms,and/ he said,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia verbal directa: dijo.
654d8f847d299a96aec8,GEN 1:6,2,0,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",Dios:,H430,HNcmpa,God,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: Dios.
d4e5ab12a1090b3031ce,GEN 1:6,3,0,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",Haya,H1961,HVqj3ms,let it be,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia verbal directa: Haya.
2a5d174b2d227bd48262,GEN 1:6,4,0,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",expansión,H7549,HNcmsa,a firmament,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: expansión.
578a2d51de39eb44dced,GEN 1:6,6,0,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",medio,H8432,HR/Ncmsc,in/ [the] middle of,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: en medio de.
86ea0d24431532636f16,GEN 1:6,9,0,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.","aguas,",H4325,HTd/Ncmpa,the/ waters,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: aguas.
80e7ce50f3573eb5e55f,GEN 1:6,11,0,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",separe,H914,HVhrmsa,separating,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia verbal directa: separe.
84eec69d49a39a367d21,GEN 1:6,11,1,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",separe,H1961,HC/Vqj3ms,and/ let it be,editorial-reviewed,1.0,,,,
66fa6676d3a40aaab0e3,GEN 1:6,13,0,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",aguas,H4325,HNcmpa,waters,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: aguas.
091ab1779521b41dd492,GEN 1:6,14,0,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",de,H996,HAcmsc,between,editorial-reviewed,1.0,,,,
dbbb28845ad173790c7c,GEN 1:6,16,0,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",aguas.,H4325,HR/Ncmpa,to/ waters,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia directa: aguas.
11f85e9b4ebce9d2cbc7,GEN 1:7,1,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",hizo,H6213,Hc/Vqw3ms,and/ he made,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
431abcb1fbb149b51ae1,GEN 1:7,2,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",Dios,H430,HNcmpa,God,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
bf19e35faca439d7765e,GEN 1:7,4,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.","expansión,",H7549,HTd/Ncmsa,the/ firmament,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
1bac0fc6ddd37045ad7c,GEN 1:7,6,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",apartó,H914,Hc/Vhw3ms,and/ he separated,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
8aeab266a5c3b64d4c8f,GEN 1:7,8,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",aguas,H4325,HTd/Ncmpa,the/ waters,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
a1a2062e4109e92910be,GEN 1:7,9,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",que,H834,HTr,which,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
6671058beca9867d55d5,GEN 1:7,11,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",debajo,H8478,HR/Ncmsc,[were] from/ under,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
ca86195e4a520e7d8d5c,GEN 1:7,14,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.","expansión,",H7549,HRd/Ncmsa,to the/ firmament,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
99ca8dd2bd5fd820fe6e,GEN 1:7,15,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",de,H996,HAcmsc,between,editorial-reviewed,1.0,,,,
9e73c4a301439d07287e,GEN 1:7,17,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",aguas,H4325,HTd/Ncmpa,the/ waters,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
1d4285e199de9eb69397,GEN 1:7,18,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",que,H834,HTr,which,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
fa4a3def3c69d5d7b650,GEN 1:7,20,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",sobre,H5921,HR/R,[were] from/ <above>,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
a66149c57698dd342422,GEN 1:7,22,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",expansión:,H7549,HRd/Ncmsa,<to> the/ firmament,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
596959e4894e490909fe,GEN 1:7,24,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",fue,H1961,Hc/Vqw3ms,and/ it was,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
b3eeaab3e61c90203767,GEN 1:7,25,0,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",así.,H3651,HD,so,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
2f61a97c443b9991911b,GEN 1:8,1,0,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,llamó,H7121,Hc/Vqw3ms,and/ he called,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
ee171b817c5e077799f1,GEN 1:8,2,0,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,Dios,H430,HNcmpa,God,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
fb72002616d86d8009cb,GEN 1:8,5,0,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,expansión,H7549,HRd/Ncmsa,<to> the/ firmament,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
fcb9aefd559c186e1c72,GEN 1:8,6,0,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,Cielos:,H8064,HNcmpa,heaven,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
945abe17eee90d3097d5,GEN 1:8,8,0,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,fue,H1961,Hc/Vqw3ms,and/ there was,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
695abc25978841fcbd95,GEN 1:8,10,0,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,tarde,H6153,HNcmsa,evening,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
635b41e8dfdec2890169,GEN 1:8,13,0,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,mañana,H1242,HNcmsa,morning,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
3adc1c2e627d808b9149,GEN 1:8,15,0,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,día,H3117,HNcmsa,a day,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
fcd11d6e16dd8dcb5d49,GEN 1:8,16,0,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,segundo.,H8145,HAomsa,second,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
333e268bd2746ea7ebae,GEN 1:9,1,0,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",dijo,H559,Hc/Vqw3ms,and/ he said,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
be66d5c264bcfb4af6c6,GEN 1:9,2,0,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",Dios:,H430,HNcmpa,God,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
c58e9d16bb802682ccc5,GEN 1:9,3,0,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",Júntense,H6960,HVNi3mp,let them gather,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
8c182bbcf789034f5169,GEN 1:9,5,0,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",aguas,H4325,HTd/Ncmpa,the/ waters,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
c5e25b5ba3e5fd06d902,GEN 1:9,8,0,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",debajo,H8478,HR/Ncmsc,from/ under,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
402b52b19a1e1b20ba31,GEN 1:9,11,0,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",cielos,H8064,HTd/Ncmpa,the/ heavens,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
e6baee91d13701ddea19,GEN 1:9,12,0,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",en,H413,HR,to,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
69b6a5d70847973fac17,GEN 1:9,13,0,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",un,H259,HAcfsa,one,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
65390f5822af2119ef9d,GEN 1:9,14,0,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.","lugar,",H4725,HNcmsa,a place,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
6b19957117abb40591c0,GEN 1:9,16,0,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",descúbrase,H7200,HC/VNu3fs,and/ let it appear,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
7437ca0e15d37bd4356f,GEN 1:9,18,0,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",seca:,H3004,HTd/Ncfsa,the/ dry ground,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
ec2f7c93860825d32521,GEN 1:9,20,0,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",fue,H1961,Hc/Vqw3ms,and/ it was,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
f9dbbebfdeeff502c9cc,GEN 1:9,21,0,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",así.,H3651,HD,so,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
1e6512e4e04005f18298,GEN 1:10,1,0,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",llamó,H7121,Hc/Vqw3ms,and/ he called,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
8a4e22ed8b66dfe8436b,GEN 1:10,2,0,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",Dios,H430,HNcmpa,God,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
b6c813e546fcaf45ecb6,GEN 1:10,5,0,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",seca,H3004,HRd/Ncfsa,<to> the/ dry ground,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
b8b52e930859200475d5,GEN 1:10,6,0,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.","Tierra,",H776,HNcfsa,earth,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
3b79b4f4db0cb0a95ec5,GEN 1:10,10,0,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",reunión,H4723,HC/R/Ncmsc,and/ <to>/ [the] collection of,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
cfe28b8b5de58cc9069e,GEN 1:10,13,0,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",aguas,H4325,HTd/Ncmpa,the/ waters,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
